latitude,longitude,avg_rent,median_rent,min_rent,max_rent,avg_rent_per_marla,median_rent_per_marla,property_count,avg_area_marla,city,province,location_name,dominant_property_type,avg_bedrooms,avg_baths,data_source
31.412563,74.170745,18000.0,18000.0,12000,24000,6260.16,6260.16,2,2.95,Lahore,Punjab,Main Canal Bank Road,Flat,1.5,0.5,sale_derived
31.412659,73.116796,30772.73,25000.0,12000,85000,15699.18,17500.0,11,3.92,Faisalabad,Punjab,Kohinoor City,Room,0.73,0.91,rental
31.412769,74.214792,51200.0,51200.0,51200,51200,10240.0,10240.0,1,5.0,Lahore,Punjab,Gulshan-e-Riaz,House,5.0,0.0,sale_derived
31.41292268,74.21298277,140000.0,140000.0,140000,140000,28000.0,28000.0,1,5.0,Lahore,Punjab,Eden,House,2.0,1.0,sale_derived
31.41297819,74.2766916,56000.0,56000.0,56000,56000,5600.0,5600.0,1,10.0,Lahore,Punjab,UET Housing Society,House,4.0,6.0,sale_derived
31.412989,74.21478,9200.0,9200.0,9200,9200,3285.71,3285.71,1,2.8,Lahore,Punjab,Eden,Upper Portion,2.0,1.0,sale_derived
31.412989,74.214785,15488.89,14000.0,7200,26000,4291.31,3400.0,18,3.68,Lahore,Punjab,Eden,House,1.83,1.33,sale_derived
31.413029,74.168558,32974.55,34000.0,8000,52800,8908.5,8888.89,11,3.67,Lahore,Punjab,Main Canal Bank Road,Flat,1.0,0.91,sale_derived
31.413029,74.16856,26000.0,26000.0,26000,26000,8666.67,8666.67,1,3.0,Lahore,Punjab,Main Canal Bank Road,Flat,1.0,0.0,sale_derived
31.413062,74.270618,107777.78,100000.0,80000,136000,8422.22,9200.0,9,14.0,Lahore,Punjab,NFC 1,House,4.78,5.67,sale_derived
31.413355,74.239926,44773.33,42000.0,30000,66000,5899.11,5933.33,15,8.67,Lahore,Punjab,T & T Aabpara Housing Society,House,3.27,3.93,sale_derived
31.413355,74.23993,62000.0,62000.0,44000,80000,5666.67,5666.67,2,13.0,Lahore,Punjab,T & T Aabpara Housing Society,House,4.0,5.0,sale_derived
31.413465,73.03899,17750.0,16750.0,7500,30000,4178.57,4017.86,4,4.12,Faisalabad,Punjab,Shahbaz Town,Upper Portion,1.25,1.25,rental
31.413626,73.052087,15000.0,15000.0,15000,15000,3000.0,3000.0,1,5.0,Faisalabad,Punjab,Bakar Mandi Road,Upper Portion,3.0,1.0,rental
31.413648,74.254518,104400.0,96000.0,76000,160000,8658.18,9000.0,5,12.2,Lahore,Punjab,Valencia Housing Society,House,4.8,5.4,sale_derived
31.413758,74.239726,88666.67,97000.0,44000,120000,5738.89,5700.0,6,16.0,Lahore,Punjab,T & T Aabpara Housing Society,House,3.33,4.17,sale_derived
31.413841,73.180059,22500.0,22500.0,20000,25000,1194.44,1194.44,2,19.0,Faisalabad,Punjab,Chak 209 RB Akalgarh,House,1.5,1.5,rental
31.413868,74.18222,74800.0,74800.0,9600,140000,6166.67,6166.67,2,10.9,Lahore,Punjab,Izmir Town,Flat,3.0,0.5,sale_derived
31.413904,74.290607,29244.44,31200.0,24000,34000,7311.11,7800.0,9,4.0,Lahore,Punjab,Highcourt Society,House,2.67,2.0,sale_derived
31.413941,74.185395,160000.0,160000.0,160000,160000,8000.0,8000.0,3,20.0,Lahore,Punjab,Izmir Town,House,5.0,5.67,sale_derived
31.413941,74.189987,93142.86,84000.0,70000,160000,8171.43,8000.0,7,11.43,Lahore,Punjab,Izmir Town,House,4.86,3.43,sale_derived
31.414032,74.288547,35500.0,30000.0,30000,52000,7250.0,7500.0,4,5.0,Lahore,Punjab,Highcourt Society,House,2.25,1.5,sale_derived
31.414124,74.264781,131000.0,131000.0,106000,156000,4600.0,4600.0,2,30.0,Lahore,Punjab,NFC 1,House,5.5,6.0,sale_derived
31.414161,74.231944,17400.0,17400.0,12000,22000,4640.0,4400.0,6,3.83,Lahore,Punjab,Dubai Town,House,2.67,3.17,sale_derived
31.414162,74.23194,24000.0,22000.0,12000,38000,5333.33,4400.0,3,4.33,Lahore,Punjab,Dubai Town,House,1.33,2.67,sale_derived
31.414197,74.179645,152000.0,140000.0,120000,190000,7600.0,7000.0,5,20.0,Lahore,Punjab,Izmir Town,House,5.2,4.2,sale_derived
31.414417,74.24238,36266.67,35200.0,34000,39600,6862.22,6800.0,3,5.33,Lahore,Punjab,T & T Aabpara Housing Society,House,3.67,3.67,sale_derived
31.414445,74.291471,26000.0,26000.0,26000,26000,6500.0,6500.0,1,4.0,Lahore,Punjab,Highcourt Society,House,3.0,4.0,sale_derived
31.414446,74.29147,20000.0,20000.0,20000,20000,5000.0,5000.0,1,4.0,Lahore,Punjab,Highcourt Society,House,1.0,2.0,sale_derived
31.414637,73.049119,18833.33,20000.0,14000,22500,4944.44,4500.0,3,4.33,Faisalabad,Punjab,Liaquat Town,House,2.0,2.0,rental
31.41490243,73.1124258,30000.0,30000.0,30000,30000,2500.0,2500.0,1,12.0,Faisalabad,Punjab,Madina Town,Lower Portion,2.0,3.0,rental
31.415146,74.283898,35760.0,32000.0,28000,52000,8040.0,7600.0,5,4.4,Lahore,Punjab,College Road,House,3.2,3.4,sale_derived
31.415186,74.327831,24000.0,24000.0,24000,24000,2400.0,2400.0,1,10.0,Lahore,Punjab,Gujjar Colony,House,4.0,4.0,sale_derived
31.415379,74.341435,21600.0,21600.0,21200,22000,5269.05,5269.05,2,4.1,Lahore,Punjab,Haji Park Housing Scheme,House,4.0,3.0,sale_derived
31.415592,74.283073,38518.18,38000.0,28000,56000,7676.36,7600.0,44,5.02,Lahore,Punjab,College Road,House,3.2,3.23,sale_derived
31.415799,73.117983,45166.67,45000.0,16000,60000,4658.33,4500.0,6,9.5,Faisalabad,Punjab,Kohinoor Town,Upper Portion,0.67,0.67,rental
31.415871,73.073577,20000.0,20000.0,20000,20000,9090.91,9090.91,1,2.2,Faisalabad,Punjab,Diglus Pura,House,0.0,0.0,rental
31.416083,73.17843,40000.0,40000.0,40000,40000,8000.0,8000.0,1,5.0,Faisalabad,Punjab,Lower Canal Road,House,3.0,4.0,rental
31.416085,74.380702,94640.0,88000.0,83200,128000,8184.0,8400.0,5,12.0,Lahore,Punjab,DHA Defence,House,4.0,4.0,sale_derived
31.416212,74.282684,31000.0,31000.0,30000,32000,6200.0,6200.0,2,5.0,Lahore,Punjab,Eden,House,3.0,1.5,sale_derived
31.416235,74.284434,39000.0,40000.0,36000,40000,7800.0,8000.0,4,5.0,Lahore,Punjab,College Road,House,3.25,4.0,sale_derived
31.416285,74.211788,50440.0,59000.0,5200,76000,5556.67,6500.0,10,9.2,Lahore,Punjab,LDA Avenue,House,3.2,2.4,sale_derived
31.416761,74.176254,134000.0,134000.0,134000,134000,6700.0,6700.0,1,20.0,Lahore,Punjab,Izmir Town,House,5.0,0.0,sale_derived
31.416798,74.256835,92215.38,105200.0,58000,112000,11095.38,11000.0,13,8.46,Lahore,Punjab,Tariq Gardens,House,4.92,5.0,sale_derived
31.416816,74.239085,18880.0,18880.0,18760,19000,6293.33,6293.33,2,3.0,Lahore,Punjab,OPF Housing Scheme,House,3.0,3.0,sale_derived
31.416929,74.287383,31630.77,32000.0,26000,42000,7997.44,8000.0,26,3.96,Lahore,Punjab,Zaheer Villas,House,3.15,2.58,sale_derived
31.41693,74.287384,30666.67,32000.0,26000,34000,7075.76,8000.0,3,4.5,Lahore,Punjab,Zaheer Villas,House,3.33,3.67,sale_derived
31.416932,74.282546,43333.33,42000.0,38000,50000,8666.67,8400.0,3,5.0,Lahore,Punjab,College Road,House,5.67,4.0,sale_derived
31.41698074,74.32606506,120000.0,120000.0,120000,120000,1500.0,1500.0,1,80.0,Lahore,Punjab,Gawala Colony,House,5.0,4.0,sale_derived
31.416981,74.272506,128000.0,130000.0,50000,290000,7237.91,6800.0,13,18.23,Lahore,Punjab,NFC 1,House,4.46,4.92,sale_derived
31.417079,74.279508,39400.0,39400.0,34800,44000,7880.0,7880.0,2,5.0,Lahore,Punjab,Al Madina Avenue,House,4.5,2.5,sale_derived
31.417237,74.186597,150000.0,150000.0,140000,160000,7500.0,7500.0,2,20.0,Lahore,Punjab,Izmir Town,House,5.0,2.5,sale_derived
31.417258,73.086776,22500.0,22500.0,10000,35000,13500.0,13500.0,2,2.75,Faisalabad,Punjab,Railway Road,House,8.0,3.0,rental
31.417283,74.289862,8000.0,8000.0,8000,8000,1333.33,1333.33,1,6.0,Lahore,Punjab,Jewa Town,House,3.0,4.0,sale_derived
31.417382,74.222307,29200.0,30000.0,27200,30400,7048.89,6080.0,3,4.33,Lahore,Punjab,Raiwind Road,House,3.0,3.0,sale_derived
31.41742,74.189987,184000.0,165000.0,146000,260000,7220.83,7191.67,4,26.0,Lahore,Punjab,Izmir Town,House,6.5,7.5,sale_derived
31.41742,74.216552,34266.67,44000.0,8800,50000,3182.22,4400.0,3,26.67,Lahore,Punjab,Public Health Society,House,2.0,2.67,sale_derived
31.41764,73.1204,22000.0,22000.0,22000,22000,5500.0,5500.0,1,4.0,Faisalabad,Punjab,Madina Town,House,3.0,3.0,rental
31.41764,73.120401,36329.73,35000.0,7000,95000,5434.83,5000.0,185,7.93,Faisalabad,Punjab,Madina Town,House,0.89,0.75,rental
31.417787,74.287276,48100.0,49400.0,35600,58000,7125.0,6925.0,4,7.0,Lahore,Punjab,Military Accounts Housing Society,House,3.75,4.5,sale_derived
31.417788,74.28728,36800.0,36800.0,36800,36800,9200.0,9200.0,1,4.0,Lahore,Punjab,Military Accounts Housing Society,House,3.0,4.0,sale_derived
31.417823,74.282076,39244.44,39000.0,26000,54000,7561.03,7600.0,18,5.23,Lahore,Punjab,Eden,House,3.33,1.67,sale_derived
31.417824,74.282074,42000.0,42000.0,42000,42000,8400.0,8400.0,1,5.0,Lahore,Punjab,Eden,House,4.0,5.0,sale_derived
31.417933,74.254317,89514.29,92000.0,51200,114000,9317.14,9200.0,14,9.64,Lahore,Punjab,Tariq Gardens,House,4.86,5.57,sale_derived
31.418116,73.077521,55000.0,55000.0,55000,55000,5500.0,5500.0,1,10.0,Faisalabad,Punjab,Citi Housing Society,House,6.0,5.0,rental
31.418153,74.182262,140000.0,140000.0,140000,140000,7000.0,7000.0,1,20.0,Lahore,Punjab,Izmir Town,House,5.0,0.0,sale_derived
31.418262,74.26809,93200.0,93200.0,93200,93200,9320.0,9320.0,1,10.0,Lahore,Punjab,NFC 1,House,6.0,6.0,sale_derived
31.418263,74.268087,140161.9,132000.0,90000,340000,7736.9,7800.0,42,19.05,Lahore,Punjab,NFC 1,House,4.98,5.55,sale_derived
31.418273,74.293919,13700.0,14400.0,8000,18000,5166.67,5000.0,4,3.0,Lahore,Punjab,Hakim Town,House,2.5,2.5,sale_derived
31.418274,74.29392,12000.0,12000.0,12000,12000,4000.0,4000.0,1,3.0,Lahore,Punjab,Hakim Town,House,2.0,1.0,sale_derived
31.4184435,74.28297132,55200.0,55200.0,55200,55200,6900.0,6900.0,1,8.0,Lahore,Punjab,Military Accounts Housing Society,House,5.0,6.0,sale_derived
31.418482,73.13314,15000.0,15000.0,5000,20000,5666.67,5000.0,5,2.6,Faisalabad,Punjab,Rasool Park,House,0.2,0.0,rental
31.418482,74.260526,140500.0,142000.0,98000,180000,6480.07,6869.23,4,23.75,Lahore,Punjab,Valencia Housing Society,House,4.25,3.25,sale_derived
31.418502,74.276819,117000.0,117000.0,114000,120000,5850.0,5850.0,2,20.0,Lahore,Punjab,Wapda Town,House,5.5,6.0,sale_derived
31.418592,74.284101,46444.0,44000.0,23996,62000,7744.33,7500.0,9,6.22,Lahore,Punjab,Military Accounts Housing Society,House,3.22,3.89,sale_derived
31.418695,74.22756,36301.33,28966.0,24676,61600,11244.44,11377.17,6,3.6,Lahore,Punjab,Land Breeze Housing Society,Flat,1.5,1.67,sale_derived
31.4187,73.0791,20537.04,15000.0,5000,55000,4060.65,3666.67,108,6.28,Faisalabad,Punjab,Others,House,0.22,0.14,rental
31.419068,74.257007,78800.0,66000.0,52000,118000,11520.0,11800.0,5,7.0,Lahore,Punjab,Tariq Gardens,House,4.6,5.0,sale_derived
31.419127,73.149758,34000.0,35000.0,32000,35000,6800.0,7000.0,3,5.0,Faisalabad,Punjab,Eden Gardens,House,0.0,0.0,rental
31.419142,74.253058,160000.0,160000.0,160000,160000,8000.0,8000.0,1,20.0,Lahore,Punjab,Tariq Gardens,House,8.0,9.0,sale_derived
31.419363,74.195653,78000.0,78000.0,78000,78000,3900.0,3900.0,1,20.0,Lahore,Punjab,Main Canal Bank Road,House,3.0,5.0,sale_derived
31.419508,74.178786,258000.0,286000.0,140000,320000,7325.0,7500.0,4,35.0,Lahore,Punjab,Izmir Town,House,5.5,2.75,sale_derived
31.41982021,74.28412039,60800.0,60800.0,60800,60800,6755.56,6755.56,1,9.0,Lahore,Punjab,Military Accounts Housing Society,House,6.0,7.0,sale_derived
31.41986093,74.36588631,19200.0,19200.0,19200,19200,6400.0,6400.0,1,3.0,Lahore,Punjab,Nishtar Colony,House,4.0,2.0,sale_derived
31.419975,74.255477,62000.0,62000.0,60000,64000,12400.0,12400.0,2,5.0,Lahore,Punjab,Tariq Gardens,House,1.5,2.0,sale_derived
31.42009354,74.25417328,99000.0,99000.0,98000,100000,9900.0,9900.0,2,10.0,Lahore,Punjab,Wapda Town,House,2.5,3.0,sale_derived
31.420094,74.25417,108000.0,108000.0,108000,108000,10800.0,10800.0,1,10.0,Lahore,Punjab,Tariq Gardens,House,5.0,6.0,sale_derived
31.420094,74.254174,79478.62,88000.0,39600,114000,10294.2,10400.0,145,8.0,Lahore,Punjab,Tariq Gardens,House,3.87,3.91,sale_derived
31.420167,74.285746,90843.24,90000.0,26000,140000,7390.08,7400.0,74,12.82,Lahore,Punjab,Punjab Govt Employees Society,House,4.85,4.43,sale_derived
31.420204,74.28813,34000.0,34000.0,34000,34000,8500.0,8500.0,1,4.0,Lahore,Punjab,Military Accounts Housing Society,House,4.0,5.0,sale_derived
31.420204,74.288135,42111.43,38000.0,24000,80000,7437.25,7466.28,14,6.09,Lahore,Punjab,Military Accounts Housing Society,House,3.29,3.5,sale_derived
31.420424,73.068065,47750.0,50000.0,6000,85000,5919.64,6035.71,4,8.25,Faisalabad,Punjab,Jinnah Colony,Flat,1.0,2.25,rental
31.420533,74.250655,83000.0,83000.0,80000,86000,7909.09,7909.09,2,10.5,Lahore,Punjab,Tariq Gardens,House,5.0,2.5,sale_derived
31.42064965,74.35363479,40000.0,40000.0,40000,40000,6153.85,6153.85,1,6.5,Lahore,Punjab,Shadab Garden,House,4.0,5.0,sale_derived
31.420817,74.271589,185000.0,185000.0,150000,220000,9250.0,9250.0,2,20.0,Lahore,Punjab,Wapda Town,House,6.0,7.0,sale_derived
31.420983,74.459426,194000.0,194000.0,88000,300000,1175.0,1175.0,2,160.0,Lahore,Punjab,Thethar,Farm House,0.0,0.0,sale_derived
31.421045,74.26318,57600.0,57600.0,57600,57600,5760.0,5760.0,1,10.0,Lahore,Punjab,Wapda Town,House,2.0,2.0,sale_derived
31.421046,74.263186,82800.0,86000.0,60000,114000,8280.0,8600.0,5,10.0,Lahore,Punjab,Wapda Town,House,4.4,4.6,sale_derived
31.421119,74.259839,82923.08,80000.0,62000,120000,7094.62,8000.0,13,26.15,Lahore,Punjab,Wapda Town,House,3.77,4.0,sale_derived
31.421172,74.176819,134000.0,142000.0,72000,180000,8884.62,9000.0,4,15.25,Lahore,Punjab,Sui Gas Employees Cooperative Housing Society,House,4.75,5.75,sale_derived
31.42122841,74.28556061,38800.0,38800.0,38800,38800,9700.0,9700.0,1,4.0,Lahore,Punjab,Military Accounts Housing Society,House,3.0,4.0,sale_derived
31.421229,74.28556,50584.62,56000.0,28000,66000,8407.2,8250.0,13,6.46,Lahore,Punjab,Military Accounts Housing Society,House,4.23,5.08,sale_derived
31.421266,74.283972,47175.09,49600.0,22800,70000,8122.6,8000.0,265,6.01,Lahore,Punjab,Military Accounts Housing Society,House,4.0,3.3,sale_derived
31.421267,74.28397,42500.0,41000.0,34000,54000,7562.5,7625.0,4,6.0,Lahore,Punjab,Military Accounts Housing Society,House,2.0,2.25,sale_derived
31.42128405,74.28128522,36800.0,36800.0,36800,36800,7360.0,7360.0,1,5.0,Lahore,Punjab,Eden,House,4.0,4.0,sale_derived
31.421503,74.24239,79846.15,80000.0,64000,90000,7984.62,8000.0,13,10.0,Lahore,Punjab,OPF Housing Scheme,House,4.85,4.77,sale_derived
31.421522,73.139779,33540.0,32000.0,15000,58000,5866.25,6000.0,50,5.94,Faisalabad,Punjab,Al Noor Garden,House,0.52,0.46,rental
31.421522,73.13978,20000.0,20000.0,20000,20000,2500.0,2500.0,1,8.0,Faisalabad,Punjab,Al Noor Garden,Upper Portion,3.0,0.0,rental
31.421539,73.14799,26785.71,28000.0,13000,35000,5308.9,5200.0,14,5.11,Faisalabad,Punjab,Ghalib City,House,1.43,1.64,rental
31.421572,74.28616,44000.0,44000.0,44000,44000,8800.0,8800.0,1,5.0,Lahore,Punjab,Eden,House,0.0,0.0,sale_derived
31.421696,73.118615,49000.0,47500.0,17000,70000,4334.77,4250.0,10,11.95,Faisalabad,Punjab,Gulshan e Madina,House,2.5,1.3,rental
31.421742,74.282985,53600.0,50000.0,36000,100000,8647.4,8333.33,15,6.73,Lahore,Punjab,Military Accounts Housing Society,House,3.53,3.33,sale_derived
31.42189694,74.2861613,74000.0,74000.0,74000,74000,4625.0,4625.0,1,16.0,Lahore,Punjab,Military Accounts Housing Society,House,6.0,7.0,sale_derived
31.421962,74.183936,140000.0,140000.0,140000,140000,7000.0,7000.0,1,20.0,Lahore,Punjab,Izmir Town,House,5.0,0.0,sale_derived
31.421993,73.117657,48550.0,26500.0,11000,85000,6146.07,5550.0,20,8.29,Faisalabad,Punjab,Susan Road,House,0.6,0.55,rental
31.422005,74.28329,76000.0,76000.0,76000,76000,7600.0,7600.0,1,10.0,Lahore,Punjab,Military Accounts Housing Society,House,6.0,6.0,sale_derived
31.422071,74.257092,56133.33,53200.0,53200,62000,11226.67,10640.0,3,5.0,Lahore,Punjab,Tariq Gardens,House,3.33,3.67,sale_derived
31.4221255,74.27802432,46000.0,46000.0,46000,46000,9200.0,9200.0,1,5.0,Lahore,Punjab,Punjab Govt Employees Society,House,0.0,0.0,sale_derived
31.42221791,73.08895111,15000.0,15000.0,15000,15000,150000.0,150000.0,1,0.1,Faisalabad,Punjab,"Faisalabad, Punjab",Room,0.0,0.0,rental
31.422218,74.364395,23402.2,22000.0,6800,64000,7158.14,7100.0,142,3.33,Lahore,Punjab,Nishtar Colony,House,3.43,3.22,sale_derived
31.42221832,74.36439514,10000.0,10000.0,10000,10000,5000.0,5000.0,1,2.0,Lahore,Punjab,Nishtar Colony,House,2.0,2.0,sale_derived
31.422291,74.25529,98000.0,98000.0,98000,98000,9800.0,9800.0,1,10.0,Lahore,Punjab,Tariq Gardens,House,5.0,6.0,sale_derived
31.422291,74.26928,184000.0,180000.0,168000,240000,9200.0,9000.0,7,20.0,Lahore,Punjab,Wapda Town,House,4.86,5.43,sale_derived
31.422382,74.336518,30000.0,30000.0,30000,30000,6000.0,6000.0,1,5.0,Lahore,Punjab,Fateh Villas,House,6.0,6.0,sale_derived
31.422382,74.33652,17200.0,17200.0,17200,17200,5733.33,5733.33,1,3.0,Lahore,Punjab,Fateh Villas,House,2.0,2.0,sale_derived
31.422634,74.172873,23150.0,19000.0,10000,54000,4504.25,4650.0,8,5.03,Lahore,Punjab,Mohlanwal Road,House,3.75,2.62,sale_derived
31.422804,74.355125,32616.42,30000.0,11996,62000,6989.17,7200.0,85,4.81,Lahore,Punjab,Shadab Garden,House,3.48,2.0,sale_derived
31.42284,74.192519,91111.11,78000.0,26000,188000,6277.78,6000.0,9,15.0,Lahore,Punjab,Main Canal Bank Road,House,4.44,3.56,sale_derived
31.422876,74.23702,150000.0,150000.0,140000,160000,7136.36,7136.36,2,21.0,Lahore,Punjab,OPF Housing Scheme,House,5.5,5.5,sale_derived
31.422877,74.237022,89815.38,88000.0,9600,160000,7427.2,7980.0,26,12.54,Lahore,Punjab,OPF Housing Scheme,House,4.69,3.58,sale_derived
31.42289169,74.2968541,14800.0,14800.0,14800,14800,5920.0,5920.0,1,2.5,Lahore,Punjab,Bagarian,House,3.0,3.0,sale_derived
31.422918,73.073695,54000.0,70000.0,12000,80000,12000.0,14000.0,3,4.0,Faisalabad,Punjab,Eid Gah Road,House,4.33,2.33,rental
31.422981,74.28193,35733.33,36000.0,33200,38000,8333.33,8300.0,3,4.33,Lahore,Punjab,College Road,House,3.33,3.33,sale_derived
31.422982,74.281932,38552.0,36000.0,16000,80000,7739.25,7600.0,50,5.5,Lahore,Punjab,College Road,House,3.46,3.4,sale_derived
31.4232456,73.14579584,22000.0,22000.0,22000,22000,5500.0,5500.0,1,4.0,Faisalabad,Punjab,Canal Road,Lower Portion,2.0,2.0,rental
31.423272,74.159994,10000.0,10000.0,10000,10000,5000.0,5000.0,2,2.0,Lahore,Punjab,Multan Road,House,1.0,0.0,sale_derived
31.42342814,74.24503248,64000.0,64000.0,64000,64000,7111.11,7111.11,1,9.0,Lahore,Punjab,OPF Housing Scheme,House,6.0,7.0,sale_derived
31.423683,73.10636,18000.0,16000.0,16000,22000,2293.72,2750.0,3,44.67,Faisalabad,Punjab,Abdullahpur,House,1.0,1.33,rental
31.423683,74.19093,120000.0,120000.0,120000,120000,6000.0,6000.0,1,20.0,Lahore,Punjab,Izmir Town,House,6.0,6.0,sale_derived
31.423683,74.190931,93711.76,80000.0,18000,260000,7976.07,8400.0,68,12.85,Lahore,Punjab,P & D Housing Society,House,4.44,3.65,sale_derived
31.42368317,74.19093323,90000.0,90000.0,90000,90000,6000.0,6000.0,1,15.0,Lahore,Punjab,P & D Housing Society,House,0.0,0.0,sale_derived
31.423793,74.272832,120000.0,120000.0,120000,120000,6000.0,6000.0,1,20.0,Lahore,Punjab,IEP Engineers Town,House,8.0,8.0,sale_derived
31.423794,74.272835,127200.0,127200.0,127200,127200,6360.0,6360.0,1,20.0,Lahore,Punjab,IEP Engineers Town,House,8.0,9.0,sale_derived
31.423866,74.251614,119200.0,130000.0,66000,140000,6620.0,6600.0,5,18.0,Lahore,Punjab,Gulshan-e-Lahore,House,6.2,7.4,sale_derived
31.424085,74.2396,132666.67,148000.0,90000,160000,6633.33,7400.0,3,20.0,Lahore,Punjab,OPF Housing Scheme,House,6.33,7.0,sale_derived
31.424288,74.358234,6800.0,6800.0,6800,6800,1700.0,1700.0,1,4.0,Lahore,Punjab,Ferozepur Road,Flat,1.0,0.0,sale_derived
31.424316,73.149465,38879.83,35000.0,15500,90000,6390.62,6600.0,120,6.26,Faisalabad,Punjab,Eden Gardens,House,1.01,0.83,rental
31.424342,74.264045,86571.43,84000.0,66000,124000,7807.14,7100.0,14,11.43,Lahore,Punjab,Wapda Town,House,5.07,5.07,sale_derived
31.424488,74.252458,52481.63,48000.0,36000,136000,9013.21,9440.0,49,6.13,Lahore,Punjab,Gulshan-e-Lahore,House,3.71,3.94,sale_derived
31.424488,74.25246,44000.0,44000.0,44000,44000,8800.0,8800.0,1,5.0,Lahore,Punjab,Gulshan-e-Lahore,House,4.0,4.0,sale_derived
31.424562,74.190281,108500.0,98000.0,64000,180000,6953.57,7400.0,12,15.67,Lahore,Punjab,Iqbal Avenue,House,4.75,3.33,sale_derived
31.424598,73.061435,35000.0,35000.0,30000,40000,6448.28,6448.28,2,5.4,Faisalabad,Punjab,Gulberg,Lower Portion,3.5,2.5,rental
31.424653,74.234579,140000.0,140000.0,120000,160000,7000.0,7000.0,3,20.0,Lahore,Punjab,OPF Housing Scheme,House,5.0,5.33,sale_derived
31.424694,73.114348,24176.47,25000.0,15000,35000,4274.41,4166.67,17,5.78,Faisalabad,Punjab,Susan Road,House,0.24,0.18,rental
31.424854,74.36697,10000.0,10000.0,10000,10000,6666.67,6666.67,1,1.5,Lahore,Punjab,Sufiabad,House,2.0,2.0,sale_derived
31.424855,74.36697,15100.0,14000.0,13200,19200,5136.36,4200.0,4,3.5,Lahore,Punjab,Sufiabad,House,0.5,0.75,sale_derived
31.42489,74.363461,27400.0,25600.0,12000,52000,7920.0,7800.0,10,3.35,Lahore,Punjab,Jinnah Colony,House,3.2,1.9,sale_derived
31.425065,73.064166,27000.0,27000.0,24000,30000,5230.19,5230.19,2,5.15,Faisalabad,Punjab,Gobind Pura,House,5.5,4.5,rental
31.425074,74.268079,109600.0,100000.0,98000,150000,5480.0,5000.0,5,20.0,Lahore,Punjab,Wapda Town,House,4.4,5.0,sale_derived
31.42522049,73.10225677,5000.0,5000.0,5000,5000,6250.0,6250.0,1,0.8,Faisalabad,Punjab,Tariqabad,Room,1.0,1.0,rental
31.425221,73.102255,23333.33,20000.0,5000,45000,6477.27,6250.0,3,3.43,Faisalabad,Punjab,Tariqabad,House,1.33,1.0,rental
31.425221,74.192863,48000.0,48000.0,42000,54000,6000.0,6000.0,2,8.0,Lahore,Punjab,P & D Housing Society,House,3.5,4.5,sale_derived
31.425257,74.38392,12800.0,12400.0,10000,16000,5177.78,5000.0,3,2.5,Lahore,Punjab,Ashiana-e-Quaid Housing Scheme,House,2.33,2.67,sale_derived
31.425257,74.383922,12190.0,10500.0,8800,17200,5060.0,5000.0,20,2.4,Lahore,Punjab,Ashiana-e-Quaid Housing Scheme,House,2.05,1.95,sale_derived
31.425294,74.259753,84560.0,90000.0,52000,110000,8680.47,9200.0,35,9.83,Lahore,Punjab,Wapda Town,House,4.34,4.94,sale_derived
31.425357,74.362532,26666.67,26000.0,26000,28000,8111.11,8666.67,3,3.33,Lahore,Punjab,Madina Homes,House,4.0,3.33,sale_derived
31.425441,73.145077,35723.25,35000.0,10000,90000,6099.62,6600.0,271,6.17,Faisalabad,Punjab,Eden Gardens,House,1.08,0.72,rental
31.42544174,73.14508057,17500.0,17500.0,17500,17500,3500.0,3500.0,1,5.0,Faisalabad,Punjab,Eden Gardens,Upper Portion,3.0,3.0,rental
31.425442,73.14508,34500.0,31500.0,15000,60000,6526.19,6785.71,4,6.12,Faisalabad,Punjab,Eden Gardens,House,2.75,2.25,rental
31.425502,74.392396,138000.0,138000.0,138000,138000,6900.0,6900.0,1,20.0,Lahore,Punjab,DHA Defence,House,4.0,5.0,sale_derived
31.42571501,73.06445568,35000.0,35000.0,35000,35000,15909.09,15909.09,1,2.2,Faisalabad,Punjab,Gobind Pura,Room,11.0,10.0,rental
31.425943,74.296,17400.0,17400.0,14800,20000,4960.0,4960.0,2,3.75,Lahore,Punjab,Bagarian,House,3.5,4.0,sale_derived
31.425944,74.295998,17112.5,14800.0,7200,34000,5143.43,5060.0,16,3.48,Lahore,Punjab,Bagarian,House,2.81,2.62,sale_derived
31.42599,73.048217,11000.0,11000.0,11000,11000,3666.67,3666.67,1,3.0,Faisalabad,Punjab,Raza Abad,Lower Portion,2.0,1.0,rental
31.426172,74.34242,16400.0,16400.0,16400,16400,6560.0,6560.0,1,2.5,Lahore,Punjab,Sherwani Town Housing Scheme,House,3.0,3.0,sale_derived
31.426173,74.342422,35200.0,35200.0,30400,40000,7546.67,7600.0,3,4.67,Lahore,Punjab,Sherwani Town Housing Scheme,House,3.33,4.33,sale_derived
31.4263,74.28958,21400.0,21400.0,20400,22400,7133.33,7133.33,2,3.0,Lahore,Punjab,Sheraz Town,House,1.5,1.5,sale_derived
31.42630005,74.2895813,26000.0,26000.0,26000,26000,8666.67,8666.67,1,3.0,Lahore,Punjab,Sheraz Town,House,3.0,3.0,sale_derived
31.426301,74.28958,21300.0,18000.0,8400,80000,7105.39,7333.33,24,3.11,Lahore,Punjab,Sheraz Town,House,2.75,2.29,sale_derived
31.426603,74.251413,66666.67,68000.0,64000,68000,9142.86,9714.29,3,7.33,Lahore,Punjab,Dream Villas,House,4.0,3.0,sale_derived
