poi_id,name,region,locality,longitude,latitude,category_level1,category_level2,category_level3,rating,rating_count,traffic_score,time_spent,weekday_avg_popularity,weekend_avg_popularity,afternoon_avg,evening_avg,morning_avg,night_avg,max_popularity,peak_hour,peak_day,popularity_variance
919,Champions Arena,Punjab,Lahore,74.26868672,31.43023182,Sports & Fitness,Recreation Centers,Indoor playground,4,436,36.14,People typically spend up to 2 hours here,50.47141667,58.91083333,46.354,73.11685714,59.09880952,39.65464286,94.21,18,Saturday,17.51180958
920,North Nazimabad Gymkhana,UC-4 Hyderi,Karachi,67.04604144,24.93144861,Sports & Fitness,Ball Sports,Sports club,4.2,1268,35.43,Unknown,50.04483333,57.86,47.13514286,73.40742857,57.725,38.20035714,100,18,Saturday,18.4461576
921,Slimmers club,UC-5 Gulshan-e-iqbal 1,Karachi,67.08856123,24.91896233,Sports & Fitness,Gyms & Studios,Gym,3.9,70,43.83,People typically spend up to 1.5 hours here,39.07558333,44.879375,53.93457143,65.02657143,26.05452381,28.30982143,100,17,Sunday,20.45200503
922,Game On - Sports Complex,Punjab,Lahore,74.4507945,31.45153539,Sports & Fitness,Recreation Centers,Sports complex,4.2,189,45,People typically spend up to 3 hours here,38.463,45.03895833,56.43542857,63.85685714,24.84809524,27.20678571,99.57,16,Saturday,21.13340406
923,Sindh Sports Board Complex,UC-9 Mujahid Colony,Karachi,67.02930455,24.90880183,Sports & Fitness,Recreation Centers,Sports complex,4.3,487,29.29,People typically spend up to 3 hours here,32.07216667,39.07583333,27.46771429,71.5,20.21380952,25.20446429,98.36,20,Saturday,21.50572374
924,SLIM FIT FITNESS CENTER,Pakistan,Lahore,74.26194767,31.38070223,Sports & Fitness,Gyms & Studios,Gym,4.2,78,45.33,Unknown,32.64183333,36.83270833,28.44228571,70.10114286,20.38833333,24.63678571,100,19,Saturday,20.90579151
925,A A fitness Center,Karachi City,Karachi,67.0282399,24.91458193,Sports & Fitness,Gyms & Studios,Fitness center,4.6,52,31.17,People typically spend up to 1 hour here,31.72658333,37.38708333,32.41371429,38.62428571,36.56595238,28.20839286,64.9,6,Sunday,12.76729734
926,FitThenics Club,Pakistan,Abbottabad,73.22733775,34.18016452,Sports & Fitness,Gyms & Studios,Gym,4.7,307,45.67,People typically spend up to 1 hour here,32.761,37.201875,33.44771429,39.46885714,38.18071429,27.88107143,68.58,7,Sunday,13.29529125
927,The Spartan Gym Apc,Wazirabad,Alipur Chatha,73.80731084,32.26520434,Sports & Fitness,Gyms & Studios,Gym,4.9,9,31.8,Unknown,32.44025,39.50604167,27.90657143,72.08857143,20.61214286,25.42107143,94.78,19,Saturday,22.07877734
928,Wolfpack Fitness,Services Society,Islamabad,72.97170852,33.69957044,Sports & Fitness,Gyms & Studios,Gym,4.6,44,36.5,People typically spend up to 1.5 hours here,33.22933333,38.02333333,27.71371429,71.94142857,21.65071429,25.27464286,93.85,19,Sunday,21.28233287
929,Arammish Spa DHA,Sector C,Lahore,74.41115598,31.46107323,Sports & Fitness,Saunas & Spas,Spa,3.9,216,51.29,People typically spend up to 3 hours here,32.29741667,38.619375,33.59942857,40.35142857,36.78333333,28.50428571,72,6,Sunday,13.15240387
930,Quaid-e-Azam International Cycling Velodrome,Pakistan,Lahore,74.32756991,31.51200782,Sports & Fitness,Stadiums & Arenas,Velodrome,4.2,24,22.71,Unknown,32.75183333,37.784375,33.87171429,39.844,36.8597619,28.85196429,67.96,17,Sunday,13.46417364
931,Scopes & Barrels,UC-8 Saddar,Karachi,67.02488641,24.8580334,Sports & Fitness,Shooting & Gun Ranges,Gun shop,4.7,86,51.83,Unknown,32.64833333,37.74395833,27.91885714,71.27942857,20.38,25.02875,100,19,Sunday,21.18018214
932,Reflex Fitness Center (MushAttack) ریفلیکس فٹنس سینٹر,Stadium Commercial Area,Karachi,67.04654553,24.81329447,Sports & Fitness,Gyms & Studios,Gym,4.1,10,46.83,Unknown,49.66175,56.886875,46.99942857,69.67142857,58.01214286,38.74982143,96.54,19,Sunday,17.108749
933,Shooters' Den,Pakistan,Hyderabad,68.36220016,25.3918397,Sports & Fitness,Fishing & Hunting,Hunting store,4.6,105,61.33,Unknown,32.0435,37.47770833,30.61742857,39.54228571,37.68309524,28.67625,70.7,6,Sunday,13.05661091
934,AB Fitness,Rawalpindi,Gujar Khan,73.29665218,33.26197979,Sports & Fitness,Gyms & Studios,Gym,4.4,66,48.67,People typically spend up to 1.5 hours here,32.9705,39.28416667,35.18057143,39.61628571,37.815,29.21392857,67.84,6,Sunday,13.32136107
935,Advance Fitness By Bilal Brothers,Sindh,Karachi,67.07103193,24.83267389,Sports & Fitness,Gyms & Studios,Exercise equipment store,3.9,222,46,Unknown,33.08966667,38.27145833,28.35685714,72.63428571,20.00333333,25.58857143,96.45,19,Sunday,21.61594052
936,Hafiz gym & fitness center,Pakistan,Hafizabad,73.70632978,32.07283558,Sports & Fitness,Gyms & Studios,Gym,4.7,113,39.43,People typically spend up to 1.5 hours here,50.25208333,55.95770833,44.98371429,72.38885714,57.84880952,38.90232143,99.42,18,Sunday,18.12807426
937,New Fitness first Gym,UC-1 Akhtar Colony,Karachi,67.07351115,24.83353126,Sports & Fitness,Gyms & Studios,Gym,4.8,65,44.17,People typically spend up to 1.5 hours here,38.74225,44.23416667,54.688,63.27057143,26.72761905,27.16428571,95.44,18,Sunday,20.20321353
938,Sports Hub and Cafè,Dera Ghazi Khan,Dera Ghazi Khan,70.63655642,30.02907694,Sports & Fitness,Ball Sports,Sports club,4.2,40,34.43,Unknown,32.45033333,37.11979167,33.94257143,39.094,36.90857143,28.02410714,66.3,6,Saturday,12.9697248
939,Time to Fitness,Satellite Town,Bahawalpur,71.7110045,29.38889192,Sports & Fitness,Gyms & Studios,Gym,4.3,49,49.17,Unknown,50.58775,57.22770833,48.20742857,71.53142857,57.49571429,39.49607143,94.42,18,Sunday,16.96631414
940,Snooker Addiction,Pakistan,Lahore,74.28917292,31.44192034,Sports & Fitness,Ball Sports,Sports club,4.8,4,31.43,Unknown,32.74591667,37.15520833,32.278,39.28685714,37.68357143,29.02642857,68.33,6,Friday,13.65191854
941,Khanpur Dam watersports,Pakistan,Khanpur,72.93132434,33.81486491,Sports & Fitness,Water & Aquatic Sports,Parasailing ride operator,4.6,122,23.43,Unknown,32.71283333,37.85395833,33.16485714,40.18942857,37.57238095,28.51946429,76.36,18,Saturday,14.06819141
942,Khan pur dam parasailing island water sport and family resort,Pakistan,Khanpur,72.92973522,33.81868092,Sports & Fitness,Water & Aquatic Sports,Parasailing ride operator,5,25,23.43,Unknown,38.66608333,46.553125,56.372,63.59657143,26.45642857,27.93589286,94.62,17,Sunday,20.43210597
943,Cricage,Pakistan,Faisalabad,73.15283878,31.42505756,Sports & Fitness,Ball Sports,Sports club,3.8,32,12,Unknown,50.31616667,57.67333333,46.33685714,70.66971429,58.92071429,39.935,96.99,18,Saturday,17.32736762
944,Build - U Fitness Centre,Pakistan,Lahore,74.34997555,31.51693423,Sports & Fitness,Gyms & Studios,Gym,5,18,31,People typically spend up to 1.5 hours here,38.48225,45.20666667,54.734,65.43057143,24.91857143,27.41875,96.81,17,Sunday,20.7478598
945,Snooker Engine,Waris Khan,Rawalpindi,73.06660517,33.62563715,Sports & Fitness,Ball Sports,Sports club,4.7,6,22.57,Unknown,32.24591667,36.260625,33.41085714,37.71085714,37.6602381,27.48267857,64.98,17,Saturday,13.05897858
946,RA FITNESS,Sindh,Dādu,67.78191149,26.7389339,Sports & Fitness,Gyms & Studios,Gym,4.5,2,26.5,Unknown,33.046,38.12875,31.94028571,39.50771429,38.20952381,30.1825,66.88,6,Sunday,12.88121439
947,Iron palace gym,Siddique Colony,Gujranwala,74.19683876,32.13706388,Sports & Fitness,Gyms & Studios,Gym,4.9,34,49.17,People typically spend up to 1.5 hours here,49.78908333,56.88,45.85628571,71.8,57.94380952,38.45214286,99.66,18,Sunday,17.8684196
948,WT Fitness Center,Punjab,Gujranwala,74.20859277,32.1582226,Sports & Fitness,Gyms & Studios,Gym,4.5,79,54.67,People typically spend up to 1 hour here,50.00183333,58.00541667,45.35285714,72.97571429,58.89666667,38.73785714,99.41,19,Sunday,18.31242748
949,Cricket Club,Pakistan,Lahore,74.28423349,31.54977965,Sports & Fitness,Ball Sports,Cricket club,5,7,31.29,Unknown,39.00416667,44.95104167,54.046,65.08628571,28.64880952,26.16553571,92.86,17,Saturday,20.48053244
950,Banigalla Gym,Islamabad Capital Territory,Islamabad,73.15121451,33.7084187,Sports & Fitness,Gyms & Studios,Gym,4.3,114,49.33,People typically spend up to 1 hour here,32.73675,38.21354167,28.62628571,72.828,20.60214286,24.04410714,100,19,Saturday,22.06376309
951,Triple Z Fitness & gym,UC-5 Sakhi Hassan,Karachi,67.06009834,24.94984181,Sports & Fitness,Gyms & Studios,Gym,4.4,27,41.86,People typically spend up to 1.5 hours here,32.63041667,38.15,31.57542857,39.11028571,38.76809524,29.36767857,71.33,6,Saturday,12.87225266
952,Smart Gym,Pakistan,Lahore,74.26886832,31.49218379,Sports & Fitness,Gyms & Studios,Gym,4.7,91,43.43,People typically spend up to 1 hour here,49.5185,55.04229167,43.83885714,71.30685714,57.51261905,38.18964286,92.71,18,Sunday,18.39881012
953,ITU Sports Office,Pakistan,Lahore,74.45813574,31.51580658,Sports & Fitness,Ball Sports,Sports club,4.3,18,52.33,Unknown,32.76341667,38.875,28.77142857,71.32857143,20.72904762,25.41946429,95.1,19,Sunday,21.28288909
954,Red and Black Snooker Club,Punjab,Lahore,74.2648818,31.4406908,Sports & Fitness,Ball Sports,Sports club,4.4,10,28,Unknown,32.89141667,37.39854167,33.18285714,39.53542857,37.15690476,29.22089286,65.35,6,Sunday,13.13205615
955,Amethyst Spa,UC-11 Kehkeshan,Karachi,67.02975214,24.80642248,Sports & Fitness,Saunas & Spas,Spa,4.3,244,49,People typically spend up to 2 hours here,50.10408333,58.02041667,47.76114286,71.19028571,59.54738095,38.0925,97.04,7,Saturday,18.16045343
956,Cyber Xtreme Gaming Gulshan Branch,UC-6 Gillani Railway Station,Karachi,67.07769891,24.90870818,Sports & Fitness,Ball Sports,Sports club,4.4,21,29.57,Unknown,32.376,40.06208333,29.34771429,71.19971429,21.9652381,24.4,94.45,19,Sunday,21.03982942
957,Play Zone – Best Indoor Cricket & Football Arena in Johar Town,Punjab,Lahore,74.26541192,31.46605098,Sports & Fitness,Ball Sports,Cricket ground,4.6,23,31.71,Unknown,33.17991667,36.600625,32.91657143,40.37142857,37.715,28.38053571,71.98,6,Sunday,13.33870433
958,Gochh Cricket Groundگوچھ کرکٹ اینڈ فٹبال گراؤنڈ,Pakistan,Kotla Arab Ali Khan,74.13652876,32.87153652,Sports & Fitness,Ball Sports,Cricket ground,3.4,11,32.14,Unknown,31.98516667,37.64645833,31.77857143,38.41228571,37.56071429,28.76821429,64.58,7,Saturday,12.38865753
959,Aashiana cricket ground,Pakistan,Lahore,74.38075177,31.42856642,Sports & Fitness,Ball Sports,Cricket ground,4.3,328,28.14,People typically spend up to 4 hours here,38.79966667,44.65645833,54.95,64.75314286,26.96095238,26.38392857,92.94,16,Saturday,20.66041069
960,Fitness Techies - Treadmill Repair Company,UC-6 P.e.c.h.s 1,Karachi,67.06219945,24.8584428,Sports & Fitness,Gyms & Studios,Fitness center,4.7,89,23.86,Unknown,49.46075,57.37041667,45.32942857,73.05314286,56.72952381,38.62571429,98.54,18,Sunday,18.06326027
961,Paradise swimming pool,Sialkot,Sialkot,74.57755164,32.48661032,Sports & Fitness,Recreation Centers,Public swimming pool,4.1,23,43.14,People typically spend up to 1 hour here,49.56508333,56.480625,44.59457143,70.802,58.8647619,38.35142857,94.38,19,Saturday,17.89017488
962,Fitness Planet al raheem garden phase 5,Punjab,Lahore,74.43561592,31.59101936,Sports & Fitness,Gyms & Studios,Gym,5,1,34.83,Unknown,32.846,39.04666667,28.24828571,73.58828571,20.62071429,24.73946429,99.14,19,Saturday,22.21756047
963,GA Traders Arms & Amunition Dealer,UC-8 Saddar,Karachi,67.0300793,24.85968268,Sports & Fitness,Shooting & Gun Ranges,Gun shop,4.8,11,45.5,People typically spend up to 3 hours here,32.73,37.861875,27.48114286,71.98428571,19.83261905,25.54839286,98.88,19,Sunday,21.57753211
964,City Cricket Club,Shalimar Colony,Multan,71.49792177,30.24045495,Sports & Fitness,Ball Sports,Cricket ground,4.9,37,22,People typically spend up to 2.5 hours here,50.1995,58.51166667,45.09457143,72.92685714,59.78857143,39.11839286,98.81,18,Saturday,18.37931715
965,Gymnacity,University Town,Peshawar,71.49709928,33.99706751,Sports & Fitness,Gyms & Studios,Gym,4.6,57,23.14,Unknown,32.78958333,38.729375,27.95657143,72.10114286,20.1297619,25.82660714,94.1,19,Saturday,21.63817487
966,Shadow Fitness - Gulshan Branch,UC-9 Gulshan-e-iqbal 2,Karachi,67.09649759,24.93059422,Sports & Fitness,Gyms & Studios,Gym,4.2,17,32.5,People typically spend up to 3 hours here,31.96116667,36.55395833,32.604,39.04628571,36.43404762,27.71321429,68.53,6,Saturday,13.27420874
967,Balance Gym,Sindh,Karachi,67.04330811,24.79894937,Sports & Fitness,Gyms & Studios,Fitness center,4.3,14,41,People typically spend up to 1 hour here,50.04583333,57.75541667,47.59971429,70.70228571,57.39761905,39.75875,98.48,18,Sunday,17.28633725
968,The Fitness Culture,Khyber Pakhtunkhwa,Peshawar,71.46422372,33.99814156,Sports & Fitness,Gyms & Studios,Fitness center,4.8,50,50.5,Unknown,32.79925,36.21916667,33.60285714,38.87342857,36.11404762,28.94589286,64.67,5,Saturday,13.07381611
969,"Medfit Gym, Best Gym in Lahore Pakistan",Punjab,Lahore,74.32664843,31.54453185,Sports & Fitness,Gyms & Studios,Gym,4.8,79,56.33,People typically spend up to 2 hours here,33.41991667,38.41770833,28.17542857,71.274,21.91833333,25.94892857,100,19,Saturday,21.06135781
970,3H,Pakistan,Lahore,74.35265387,31.5308497,Sports & Fitness,Ball Sports,Cricket ground,4.5,13,38.71,Unknown,49.78775,57.64416667,46.06542857,71.58914286,57.06738095,39.76267857,96.2,18,Sunday,17.39478088
971,Gymadium,Pakistan,Lahore,74.27718835,31.47380679,Sports & Fitness,Gyms & Studios,Gym,3.9,99,53.67,People typically spend up to 1.5 hours here,33.45033333,38.8025,28.48914286,72.64971429,20.78095238,26.14107143,96.71,19,Sunday,21.79729104
972,Bedian Spins Cricket Ground,Pakistan,Lahore,74.45620733,31.37647016,Sports & Fitness,Ball Sports,Cricket ground,4.8,75,17,People typically spend up to 4 hours here,50.16091667,57.433125,46.96857143,70.61314286,58.59261905,39.28303571,94.26,19,Sunday,17.20536017
973,Muscle Hub Gym,Punjab,Lahore,74.25768063,31.47120262,Sports & Fitness,Gyms & Studios,Gym,4.5,8,61.5,People typically spend up to 1.5 hours here,38.10091667,46.141875,56.46057143,63.76171429,27.50666667,25.42607143,97.86,17,Sunday,21.32680447
974,The Muscles Studio,UC-3 Azam Basti,Karachi,67.0699657,24.85331692,Sports & Fitness,Gyms & Studios,Gym,4.7,29,38.83,People typically spend up to 1.5 hours here,33.21358333,39.6075,29.74628571,72.42457143,22.13904762,24.66017857,91.71,20,Saturday,21.56688694
975,Ultimate Muscle Gym,UC-5 Mehmoodabad,Karachi,67.07643562,24.86082993,Sports & Fitness,Gyms & Studios,Gym,4.6,20,26.17,People typically spend up to 1 hour here,33.35275,38.840625,28.11657143,73.02457143,22.93452381,24.34803571,91.18,18,Saturday,21.64425339
976,Anaya Massage and Spa,UC-10 Pehalwan Goth,Karachi,67.12809194,24.93021018,Sports & Fitness,Saunas & Spas,Spa,4,8,39,Unknown,31.59591667,37.23270833,32.31485714,38.85942857,36.4502381,27.79767857,69.64,6,Saturday,13.65876286
977,Azadar rizvi farm house,Tando Allah Yar,Peer kathi,68.7009939,25.41488112,Sports & Fitness,Recreation Centers,Swim club,5,1,21.14,Unknown,34.23508333,37.18833333,29.50142857,73.10142857,20.98761905,25.36910714,96.9,18,Sunday,21.73090695
978,SOHAIL ABBAS PAK ARMY BHALWAL PAKISTAN,Sargodha,Bhalwal,72.88693647,32.26464439,Sports & Fitness,Personal Training,Personal trainer,5,7,33.67,Unknown,33.627,38.3425,27.82228571,71.72485714,22.30761905,25.97517857,95.59,19,Monday,21.23306766
979,Fitness Infinity,Zulfiqar & Al Murtaza Commercial Area,Karachi,67.07208184,24.78967541,Sports & Fitness,Gyms & Studios,Gym,5,3,34,Unknown,32.68108333,37.51895833,26.69057143,72.90085714,19.9847619,24.95678571,99.07,18,Saturday,22.20826797
980,Muscles Monster,UC-4 Ancholi,Karachi,67.06879734,24.94257643,Sports & Fitness,Gyms & Studios,Gym,4.9,18,35.57,People typically spend up to 45 min here,32.86258333,37.80583333,29.69657143,71.65942857,19.4997619,24.8525,96.03,19,Sunday,21.47773728
981,"IronHouse Gym & Fitness Club - Model Town B, Bahawalpur",Punjab,Bahawalpur,71.66288858,29.39719194,Sports & Fitness,Gyms & Studios,Gym,4,48,37,People typically spend up to 1.5 hours here,32.20083333,39.10354167,29.38428571,70.996,20.54880952,24.36982143,91.47,20,Sunday,21.35218049
982,Oxygen Fitness Club GYM,Sher Ali Town,Peshawar,71.53500481,34.02282946,Sports & Fitness,Gyms & Studios,Gym,4.6,43,40.67,Unknown,49.95441667,57.58166667,45.52314286,71.88057143,58.83571429,38.89678571,93.4,18,Wednesday,17.71246617
983,Cover Drive,Karachi City,Karachi,67.02609015,24.92325585,Sports & Fitness,Recreation Centers,Indoor playground,4.7,32,16.43,People typically spend up to 3 hours here,39.21383333,46.28854167,54.28085714,66.41371429,26.91,28.08892857,93.21,16,Saturday,20.62576535
984,Pakistan Snooker Lounge (PSL) 2.0 Saddar,Saddar,Rawalpindi,73.04717242,33.59526423,Sports & Fitness,Ball Sports,Sports club,4.8,4,26.14,Unknown,39.20341667,43.80666667,52.708,65.56514286,27.46238095,27.03839286,96.35,17,Saturday,19.96058985
985,Transformation GYM,Pakistan,Lahore,74.29648262,31.47381741,Sports & Fitness,Gyms & Studios,Gym,4,22,43.5,People typically spend up to 3.5 hours here,32.31783333,37.19416667,31.86571429,38.98171429,37.48047619,28.74321429,67.77,6,Saturday,13.19612768
986,MatrixFit,Sindh,Karachi,67.0385786,24.84192558,Sports & Fitness,Gyms & Studios,Gym,4.6,31,27,People typically spend up to 2 hours here,33.35991667,38.35958333,28.20628571,72.12657143,20.85095238,26.01892857,93.21,18,Sunday,21.65813781
987,PUNJAB POOL & SPA,Township,Lahore,74.29744248,31.44750891,Sports & Fitness,Saunas & Spas,Sauna store,5,3,28.14,Unknown,33.51158333,38.23895833,29.44542857,71.57257143,20.96,25.73053571,94.01,20,Saturday,21.37632979
988,BREAKER' SNOOKER AUDITORIUM & Academy,Township,Lahore,74.2940741,31.44709783,Sports & Fitness,Recreation Centers,Sports complex,4.5,98,22.43,People typically spend up to 3 hours here,32.67583333,38.40708333,33.27914286,38.86228571,38.48952381,28.98446429,63.76,7,Sunday,12.60284013
989,POWER HOUSE X OY FITNESS,Sector A,Islamabad,73.12536132,33.5352525,Sports & Fitness,Gyms & Studios,Gym,4.5,64,41.5,People typically spend up to 1.5 hours here,50.32466667,57.52583333,45.80485714,72.07628571,58.34380952,39.71285714,91.73,18,Sunday,17.17420487
990,Mir Anwar Jan cricket Club Tasp Panjgur,Pakistan,Panjgur,64.04338228,27.01119353,Sports & Fitness,Ball Sports,Sports club,5,1,28.14,Unknown,33.24141667,39.11083333,34.53914286,39.88057143,39.0552381,28.95142857,78.77,7,Sunday,13.31242359
991,Downtown Tables & Cafe,Satellite Town,Rawalpindi,73.06976458,33.64219133,Sports & Fitness,Ball Sports,Sports club,5,3,32.43,Unknown,39.49308333,44.09291667,54.82885714,65.898,26.24261905,27.28571429,93.79,16,Sunday,20.88917413
992,HR fitness,UC-12 Soldier Bazar,Karachi,67.02931435,24.87426284,Sports & Fitness,Gyms & Studios,Physical fitness program,3,2,28.17,Unknown,50.16008333,57.93520833,46.04114286,71.03657143,58.47214286,40.11696429,95.95,18,Saturday,17.42352316
993,Fusion X Gym,UC-4 City Railway Colony,Karachi,67.00434534,24.85106742,Sports & Fitness,Gyms & Studios,Gym,4.6,52,30.5,People typically spend up to 1.5 hours here,32.86808333,37.5175,31.49828571,40.962,37.89190476,28.88285714,66.81,7,Thursday,13.56427145
994,Bulk Gym,UC-3 Drigh Colony,Shah Faisal Town,67.14314692,24.88176047,Sports & Fitness,Gyms & Studios,Gym,4.1,334,37,People typically spend up to 1.5 hours here,33.72116667,37.84979167,28.87514286,73.21885714,21.23904762,24.96428571,91,19,Saturday,21.92007551
995,Maidaan,Pakistan,Lahore,74.28753721,31.39374766,Sports & Fitness,Recreation Centers,Sports complex,4.6,69,24,People typically spend up to 1 hour here,33.29566667,38.04833333,29.47885714,72.06028571,19.75166667,25.685,96.73,19,Saturday,21.54522791
996,GLOBAL GAMING ZONE,UC-3 Drigh Colony,Shah Faisal Town,67.14298289,24.88394217,Sports & Fitness,Stadiums & Arenas,Arena,4.6,12,32.29,Unknown,32.63083333,36.66791667,33.42885714,39.16371429,35.65595238,29.24053571,66.1,6,Saturday,12.56455668
997,Get Fit Gym,Punjab,Lahore,74.28054742,31.54361934,Sports & Fitness,Gyms & Studios,Gym,5,2,25.5,People typically spend up to 1 hour here,38.51025,44.663125,53.63971429,64.46142857,25.52714286,27.84607143,94.98,17,Sunday,19.89888726
998,Maaz Khan Academy Martial Arts & Boxing,Bhutta Village,Karachi,66.98344821,24.82229493,Sports & Fitness,Martial Arts & Dojos,Martial arts school,3.7,3,32.67,Unknown,31.86583333,37.13395833,33.64171429,38.83257143,36.7952381,27.22017857,70.06,17,Saturday,13.64537204
999,The Pavilion,Saeed Colony,Faisalabad,73.12605772,31.43479433,Sports & Fitness,Ball Sports,Cricket ground,4.6,5,24.14,People typically spend up to 3 hours here,49.62741667,57.710625,46.45914286,71.65257143,56.01380952,39.98053571,96.4,18,Saturday,17.56312894
1000,Khan,Waziristan,Tappi,70.15707238,32.95019963,Sports & Fitness,Recreation Centers,Mahjong house,5,1,29,Unknown,50.09591667,56.38375,45.23828571,72.41742857,57.85880952,38.74839286,95.53,18,Saturday,17.69620239
1001,Miniso Dolmen MALL (Clifton),Sindh,Karachi,67.02660555,24.80230516,Retail & Shopping,Shopping Centers,Outlet mall,4.4,64,43.29,People typically spend up to 45 min here,39.04558333,48.294375,50.97542857,59.81514286,31.45238095,32.23089286,86.74,18,Saturday,15.70864421
1002,Andaaz boutique,Pakistan,Jhelum,73.7304881,32.92804461,Retail & Shopping,Fashion & Accessories,Clothing store,3.7,42,57.17,People typically spend up to 45 min here,45.8965,54.68645833,42.88571429,38.508,56.7852381,51.76375,78.26,7,Saturday,10.23239641
1003,Dolmen Mall Tariq Road,UC-7 P.e.c.h.s 2,Karachi,67.0600541,24.87664077,Retail & Shopping,Shopping Centers,Shopping mall,4.4,14320,53.14,People typically spend up to 2 hours here,42.02341667,51.82104167,47.55614286,47.31971429,43.62607143,42.45125,87.39,17,Sunday,13.41888138
1004,The North Walk - Retail Experience Redefined,UC-4 Hyderi,Karachi,67.03590957,24.93334036,Retail & Shopping,Shopping Centers,Shopping mall,4.3,1959,43.71,People typically spend up to 1.5 hours here,38.83316667,47.669375,50.83028571,57.83828571,31.85119048,32.26714286,94.11,16,Saturday,15.37153222
1005,Allah Walay Hardware Store - Toolstation,Pakistan,Jhelum,73.72965411,32.92670251,Retail & Shopping,Construction & Hardware,Hardware store,4.1,153,52,People typically spend up to 30 min here,39.58470833,47.71875,51.64885714,59.12757143,32.14928571,32.37892857,100,17,Sunday,15.71387131
1006,Ameer Alam Super Store,Pakistan,Lahore,74.28354961,31.43090074,Retail & Shopping,Market & Grocers,Grocery store,4.2,198,63.86,People typically spend up to 2.5 hours here,44.57858333,53.84458333,41.48571429,36.87771429,55.98166667,50.71464286,70.25,6,Sunday,10.76738556
1007,Sufi Auto Corporation,Pakistan,Faisalabad,73.0625263,31.41435543,Retail & Shopping,Auto & Vehicle Retail,Honda dealer,4.3,705,60.33,People typically spend up to 1 hour here,45.80341667,53.90625,43.72285714,38.64885714,55.04166667,51.59196429,79.44,5,Saturday,10.33727959
1008,Hafeez Center,Pakistan,Lahore,74.34080598,31.51609759,Retail & Shopping,Computers & Electronics,Cell phone store,4.3,11842,58.33,People typically spend up to 1.5 hours here,42.25461111,51.11715278,51.26933333,62.37533333,35.5515873,36.66869048,93.86,16,Saturday,15.37108461
1009,Moon Shopping Mall,Wah Cantt,Wah Cantt,72.75540421,33.75367658,Retail & Shopping,Shopping Centers,Shopping mall,4.1,972,21.86,People typically spend up to 30 min here,48.05616667,58.72229167,54.91485714,69.50485714,41.5102381,44.41589286,96.77,18,Saturday,13.44241551
1010,Clinix,Punjab,Lahore,74.30496311,31.46813877,Retail & Shopping,Drug & Pharma,Pharmacy,4.2,88,41.43,People typically spend up to 10 min here,39.34375,47.41760417,50.38385714,58.05171429,32.92416667,32.48633929,92.75,18,Saturday,15.28234912
1011,Clinix Pharmacy,Zeenat Block,Lahore,74.2786875,31.52140239,Retail & Shopping,Drug & Pharma,Pharmacy,4.2,239,63.57,People typically spend up to 30 min here,46.76133333,55.70416667,48.55028571,53.08942857,48.76202381,47.85294643,98.91,18,Saturday,11.81878514
1012,Pakistan Electronics,Punjab,Gujranwala,74.18331258,32.17558442,Retail & Shopping,Computers & Electronics,Electronics store,4.3,110,52.5,People typically spend up to 1 hour here,48.233,58.665,55.106,68.34971429,42.80928571,44.37392857,89.92,19,Saturday,13.23692093
1013,Al-Ain Eye Hospital (Al-Ain Institute of Eye Diseases),UC-6 P.e.c.h.s 1,Karachi,67.05581162,24.86135595,Retail & Shopping,Eyewear & Optics,Eye care center,4.2,64,43.33,People typically spend up to 2 hours here,46.89279167,56.57854167,49.01185714,52.72557143,48.80833333,48.78830357,93.48,18,Sunday,12.05777585
1014,Changan Auto Bilal,Punjab,Lahore,74.30412864,31.4680678,Retail & Shopping,Auto & Vehicle Retail,Car dealer,4.1,578,51.5,People typically spend up to 1.5 hours here,47.90116667,57.96854167,53.71628571,69.26314286,41.60690476,44.26535714,90.52,18,Sunday,13.46074272
1015,TSM & Co.,Zamzama Commercial Area,Karachi,67.0401449,24.81736848,Retail & Shopping,Fashion & Accessories,Shoe store,4.3,260,62.17,People typically spend up to 1.5 hours here,49.20766667,58.450625,55.13371429,69.966,41.53119048,46.20982143,92.93,18,Sunday,13.83196106
1016,Darussalam DHA Branch,Sector Y,Lahore,74.37498457,31.47396839,Retail & Shopping,Books & Comics,Book store,4.4,169,54.29,People typically spend up to 1.5 hours here,48.55808333,58.42916667,54.11228571,68.95028571,43.29333333,44.75107143,89.09,18,Sunday,13.13962619
1017,Madina City Cash & Carry,Pakistan,Faisalabad,73.15884353,31.45462734,Retail & Shopping,Shopping Centers,Supermarket,4.1,50,64.43,People typically spend up to 25 min here,45.52725,54.23583333,43.22028571,37.752,56.6202381,50.97339286,77.51,5,Sunday,10.09988663
1018,Deepak Perwani Zamzama,Zamzama Commercial Area,Karachi,67.0391454,24.81680393,Retail & Shopping,Fashion & Accessories,Men's clothing store,3.9,81,75.17,People typically spend up to 1.5 hours here,38.94491667,46.57375,51.10714286,58.33685714,31.37619048,31.43910714,88.29,17,Saturday,15.74729114
1019,Honda Breeze,Rangeel Pur,Multan,71.44271815,30.19157786,Retail & Shopping,Auto & Vehicle Retail,Honda dealer,4.2,1113,64.33,People typically spend up to 1 hour here,47.56041667,57.47479167,54.36485714,67.60628571,41.93857143,43.49339286,82.85,20,Saturday,12.82524727
